,id,Text,.net,android,asp.net,c,c#,c++,css,html,ios,iphone,java,javascript,jquery,mysql,objective-c,php,python,ruby,ruby-on-rails,sql
555,1760,how do i dictate the destination folder of a clickonce application how do i dictate the destination folder of a clickonce application,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,1765,existing standard style and coding standard documents the following have been proposed for an upcoming c projectc coding standards by sutter and alexandrescujsf air vehicle c coding standardsthe elements of c styleeffective c 3rd edition by scott meyersare there other choices or is the list above what be should used on a c projectsome related links,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558,1771,making eclipse behave like visual studio i am doing some android dev and i much prefer visual studio but i will have to use eclipse for thishas anyone made a tool that switches eclipse to look and behave more like visual studio i mainly cannot stand its clippyesqe suggestions on how i should program yes i know i have not yet used that private field thanks eclipse or its incredibly lousy intellisensefor example in eclipse if i do not type this first its intellisense would not realize i want to look for locally scoped members also the tab to complete vs convention is drilled into my head and eclipse is enter to complete i could switch everything by hand but that would take hours and i was hoping someone had some sort of theme or something that has already done it,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
559,1783,c versus d is the d language a credible alternative to java and c what will it take to become a credible alternative should i bother learning it does it deserve evangelizingthe main reason i ask is that with the new c standard c0x almost here its clear to me that the language has gone well past the point of no return with respect to anyone ever understanding it i know that cc will never die but at some point we need to move on even cobol had its day and java has in many respects undone c so whats next does d fill the bill,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
560,1788,are there any free ways to turn an html page into an image with net i want to take html including the text and images and turn it into one image containing everything is there a free way to do itthis is using net 35see alsoserver generated web screenshotswhat is the best way to create a web page thumbnail,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
561,1789,why does not c have a garbage collector i am not asking this question because of the merits of garbage collection first of all my main reason for asking this is that i do know that bjarne stroustrup has said that c will have a garbage collector at some point in timewith that said why has not it been added there are already some garbage collectors for c is this just one of those easier said than done type things or are there other reasons it has not been added and would not be added in c11cross linksgarbage collectors for cedit just to clarify i understand the reasons why c did not have a garbage collector when it was first created i am wondering why the collector cannot be added in,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,1791,ruby isprime method 1 n 1on the net i found this piece of ruby code that works for and 0 that determines whether or not and is a prime from what i can tell it looks like play with regex but i have no idea how it works could someone tell me how it works,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
563,1795,is it possible to include one css file in another is it possible to include one css file in another,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
564,1797,debug pylons application through eclipse i have eclipse setup with pydev and love being able to debug my scriptsapps i have just started playing around with pylons and was wondering if there is a way to start up the paster server through eclipse so i can debug my webapp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
565,1801,can you create collapsible region like scopes in c within vs 2008 i miss it so much used it a lot in c can you do it in c,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566,1804,how do i peek at the first two bytes in an inputstream should be pretty simple i have an inputstream where i want to peek at not read the first two bytes ie i want the current position of the inputstream to stil be at 0 after my peeking what is the best and safest way to do thisanswer as i had suspected the solution was to wrap it in a bufferedinputstream which offers markability thanks rasmus,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
567,1809,creating my own iterators i am trying to learn c so forgive me if this question demonstrates a lack of basic knowledge you see the fact is i have a lack of basic knowledgei want some help working out how to create an iterator for a class i have createdi have a class shape which has a container of points i have a class piece which references a shape and defines a position for the shapepiece does not have a shape it just references a shapei want it to seem like piece is a container of points which are the same as those of the shape it references but with the offset of the pieces position addedi want to be able to iterate through the pieces points just as if piece was a container itself i have done a little reading around and have not found anything which has helped me i would be very grateful for any pointers,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568,1810,using precompiled headers with cmake i have seen a few old posts on the net about hacking together some support for precompiled headers in cmake they all seem a bit allover the place and everyone has their own way of doing it what is the best way of doing it currently,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
569,1811,why is the fact that microsoft decided to support jquery such a big deal i do not see what all this fuss is about microsofts decision to support jquery within aspnet mvcthere were signs that openminded people are starting to have some say in the matters of marketing for a while now and even the way ms does business has started to change but at it is core it is still acting in response to customers requestsi for one do not know what to make of it except that it brings back to microsofts sphere of influence a very visible product,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
571,1819,dynamic sorting within sql stored procedures this is an issue that i have spent hours researching in the past it seems to me to be something that should have been addressed by modern rdbms solutions but as yet i have not found anything that really addresses what i see to be an incredibly common need in any web or windows application with a database backendi speak of dynamic sorting in my fantasy world it should be as simple as something likeorder by sortcol1 sortcol2this is the canonical example given by newbie sql and stored procedure developers all over forums across the internet why is not this possible they ask invariably somebody eventually comes along to lecture them about the compiled nature of stored procedures of execution plans in general and all sorts of other reasons why it is not possible to put a parameter directly into an order by clausei know what some of you are already thinking let the client do the sorting then naturally this offloads the work from your database in our case though our database servers are not even breaking a sweat 99 of the time and they are not even multicore yet or any of the other myriad improvements to system architecture that happen every 6 months for this reason alone having our databases handle sorting wouldnt be a problem additionally databases are very good at sorting they are optimized for it and have had years to get it right the language for doing it is incredibly flexible intuitive and simple and above all any beginner sql writer knows how to do it and even more importantly they know how to edit it make changes do maintenance etc when your databases are far from being taxed and you just want to simplify and shorten development time this seems like an obvious choicethen there is the web issue i have played around with javascript that will do clientside sorting of html tables but they inevitably are not flexible enough for my needs and again since my databases are not overly taxed and can do sorting really really easily i have a hard time justifying the time it would take to rewrite or rollmyown javascript sorter the same generally goes for serverside sorting though it is already probably much preferred over javascript i am not one that particularly likes the overhead of datasets so sue mebut this brings back the point that it is not possible or rather not easily i have done with prior systems an incredibly hack way of getting dynamic sorting it was not pretty nor intuitive simple or flexible and a beginner sql writer would be lost within seconds already this is looking to be not so much a solution but a complicationthe following examples are not meant to expose any sort of best practices or good coding style or anything nor are they indicative of my abilities as a tsql programmer they are what they are and i fully admit they are confusing bad form and just plain hackwe pass an integer value as a parameter to a stored procedure let us call the parameter just sort and from that we determine a bunch of other variables for example let us say sort is 1 or the defaultdeclare sortcol1 as varchar20declare sortcol2 as varchar20declare dir1 as varchar20declare dir2 as varchar20declare col1 as varchar20declare col2 as varchar20set col1 storagedatetimeset col2 vehicleidif sort 1 default sortbegin set sortcol1 col1 set dir1 asc set sortcol2 col2 set dir2 ascendelse if sort 2 reversed order default sortbegin set sortcol1 col1 set dir1 desc set sortcol2 col2 set dir2 descendyou can already see how if i declared more colx variables to define other columns i could really get creative with the columns to sort on based on the value of sort to use it it usually ends up looking like the following incredibly messy clauseorder by case dir1 when desc then case sortcol1 when col1 then storagedatetime when col2 then vehicleid end end desc case dir1 when asc then case sortcol1 when col1 then storagedatetime when col2 then vehicleid end end case dir2 when desc then case sortcol2 when col1 then storagedatetime when col2 then vehicleid end end desc case dir2 when asc then case sortcol2 when col1 then storagedatetime when col2 then vehicleid end endobviously this is a very stripped down example the real stuff since we usually have four or five columns to support sorting on each with possible secondary or even a third column to sort on in addition to that for example date descending then sorted secondarily by name ascending and each supporting bidirectional sorting which effectively doubles the number of cases yeah it gets hairy really quickthe idea is that one could easily change the sort cases such that vehicleid gets sorted before the storagedatetime but the pseudoflexibility at least in this simple example really ends there essentially each case that fails a test because our sort method does not apply to it this time around renders a null value and thus you end up with a clause that functions like the followingorder by null desc null storagedatetime desc blah blahyou get the idea it works because sql server effectively ignores null values in order by clauses this is incredibly hard to maintain as anyone with any basic working knowledge of sql can probably see if i have lost any of you do not feel bad it took us a long time to get it working and we still get confused trying to edit it or create new ones like it thankfully it does not need changing often otherwise it would quickly become not worth the troubleyet it did workmy question is then is there a better wayi am okay with solutions other than stored procedure ones as i realize it may just not be the way to go preferably i would like to know if anyone can do it better within the stored procedure but if not how do you all handle letting the user dynamically sort tables of data bidirectionally too with aspnetand thank you for reading or at least skimming such a long questionps be glad i did not show my example of a stored procedure that supports dynamic sorting dynamic filteringtextsearching of columns pagination via rownumber over and trycatch with transaction rollbacking on errors behemothsized does not even begin to describe themupdatei would like to avoid dynamic sql parsing a string together and running an exec on it defeats a lot of the purpose of having a stored procedure in the first place sometimes i wonder though if the cons of doing such a thing wouldnt be worth it at least in these special dynamic sorting cases still i always feel dirty whenever i do dynamic sql strings like that like i am still living in the classic asp worlda lot of the reason we want stored procedures in the first place is for security i do not get to make the call on security concerns only suggest solutions with sql server 2005 we can set permissions on a peruser basis if need be at the schema level on individual stored procedures and then deny any queries against the tables directly critiquing the pros and cons of this approach is perhaps for another question but again it is not my decision i am just the lead code monkey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
572,1821,what does the comma operator do what does the following code do in ccif blah 5 do something,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,1823,continuations in ruby has anyone ever done work to get ruby to do continuations like seaside on smalltalk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
574,1824,php code formatter beautifier and php beautification in general do you know any good tools for nicely formatting messy php code preferably a script for aptanaeclipse but a standalone tool will do too,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
575,1825,search for text between delimiters in mysql i am trying to extract a certain part of a column that is between delimiterseg find foo in the followingtest esf foo barso in the above i would want to return foo but all the regexp functions only return truefalseis there a way to do this in mysql,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
576,1826,interlocked equivalent on linux in a c linux app what is the simplest way to get the functionality that the interlocked functions on win32 provide specifically a lightweight way to atomically increment or add 32 or 64 bit integers,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577,1828,how to prevent fgets blocks when file stream has no new data i have a popen function which executes tail f sometextfile aslong as there is data in the filestream obviously i can get the data through fgets now if no new data comes from tail fgets hangs i tried ferror and feof to no avail how can i make sure fgets does not try to read data when nothing new is in the file stream one of the suggestion was select since this is for windows platform select does not seem to work as anonymous pipes do not seem to work for it see this post,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579,1837,hashset vs list performance it is clear that a search performance of the generic hashsett class is higher than of the generic listt class just compare the hashbased key with the linear approach in the listt classhowever calculating a hash key may itself take some cpu cycles so for a small amount of items the linear search can be a real alternative to the hashsettmy question where is the breakevento simplify the scenario and to be fair let us assume that the listt class uses the elements equals method to identify an item,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,1842,how do i call controllerview methods from the console in rails when i load scriptconsole some times i want play with the output of a controller or a view helper methodare there ways tosimulate a requestcall methods from a controller instance on said requesttest helper methods either via said controller instance or another way,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
581,1848,ides for c development on linux what are my options i tried monodevelop over a year ago but it was extremely buggy is the latest version a stable development environment,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,1849,should i provide a deep clone when implementing icloneable it is unclear to me from the msdn documentation if i should provide a deep or a shallow clone when implementing icloneable what is the preferred option,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585,1858,are there any open source projects using d domain driven design i am trying to understand the concepts behind d but i find it hard to understand just by reading books as they tend to thiscuss the topic in a rather abstract way i would like to see some good implementations of d in code preferably in care there any good examples of projects practicing d in the open source world,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
586,1861,java stringbuffer concatenation i am using stringbuffer in java to concat strings together like sostringbuffer str new stringbufferstrappendstring valuei would like to know if there is a method although i did not find anything from a quick glance at the documentation or some other way to add paddinglet me explain every time i append something to the string i want to add a space in the end like sostring foo string valuestrappendfoo and i have several calls to append and every time i want to add a space is there a way to set the object so that it will add a space automatically after each appendedit string inputstringbuffer query new stringbufferscanner scanner new scannersysteminscannerusedelimiterndo systemoutprintlnsql input scannernext if emptyinput queryappendinput if querytostringtrimendswith run query while inputequalsignorecaseexiti will use stringbuilder though as grom suggested but that is how the code looks right now,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
587,1863,get class property name i have my winform application gathering data using databinding everything looks fine except that i have to link the property with the textedit using a stringmetextedit4databindingsaddnew systemwindowsformsbindingeditvalue memyclassbindingsource myclassproperty truethis works fine but if i change the class property name the compiler obviously will not warn me i would like to be able to get the property name by reflection but i do not know how to specify the name of the property i want i only know how to iterate among all the properties of the class any idea,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588,1864,whats the canonical way to check for type in python what is the best way to check whether a given object is of a given type how about checking whether the object inherits from a given typelet us say i have an object o how do i check whether it is a str,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
589,1868,are there any good free net network libraries ftp sftp ssh etc i am a bit surprised i have not found a good open source library for performing common network tasks there are a few very good commercial libraries but they are too expensive to use on an open source project anyone know of any,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,1872,is it feasible to create a rest client with flex i am starting a project using a restful architecture implemented in java using the new jaxrs standardwe are planning to develop the gui with a flex application i have already found some problems with this implementation using the httpservice component the response error codes headers accessany of you guys have some experience in a similar project is it feasible,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
591,1873,add to right click application menu in taskbar in net most applications only have restore move size minimize maximize and close however ms sql offers extra options help customize view along those lines is it possible to add to the right click menu of an application in the task bar note i am not referring to an icon in the notification area next to the clock,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592,1876,printing leading 0s in c i am trying to find a good way to print leading 0s such as 01001 for a zipcode while the number would be stored as 1001 what is a good way to do iti thought of using either case statementsif then to figure out how many digits the number is and then convert it to an char array with extra 0s for printing but i cannot help but think there may be a way to do this with the printf format syntax that is eluding me,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
594,1885,recommended gcc warning options for c other than wall what other warnings have people found useful,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,1887,capturing video out of an opengl window in windows i am supposed to provide my users a really simple way of capturing video clips out of my opengl applications main window i am thinking of adding buttons andor keyboard shortcuts for starting and stopping the capture when starting i could ask for a filename and other options if any it has to run in windows xpvista but i also wouldnt like to close the linux door which i have so far been able to keep openthe application uses opengl fragment and shader programs the effects due to which i absolutely need to have in the eventual videosit looks to me like there might be even several different approaches that could potentially fulfill my requirements but i do not really know where i should startan encoding library with functions like startrecordingfilename stoprecording and captureframe i could call captureframe after every frame rendered or every secondthirdwhatever if doing so makes my program run slower it is not really a problema standalone external program that can be programmatically controlled from my application after all a standalone program that can not be controlled almost does what i need but as said it should be really simple for the users to operate and i would appreciate seamlessness as well my application typically runs fullscreen additionally it should be possible to thistribute as part of the installation package for my application which i currently prepare using nsisuse the windows api to capture screenshots framebyframe then employ for example one of the libraries mentioned here it seems to be easy enough to find examples of how to capture screenshots in windows however i would love a solution which does not really force me to get my hands superdirty on the winapi leveluse opengl to render into an offscreen target then use a library to produce the video i do not know if this is even possible and i am afraid it might not be the path of least pain anyway in particular i would not like the actual rendering to take a different execution path depending on whether video is being captured or not additionally i would avoid anything that might decrease the frame rate in the normal noncapture modeif the solution were free in either sense of the word then that would be great but it is not really an absolute requirement in general the less bloat there is the better on the other hand for reasons beyond this question i cannot link in any gplonly code unfortunatelyregarding the file format i cannot expect my users to start googling for any codecs but as long as also thisplaying the videos is easy enough for a basiclevel windows user i do not really care what the format is however it would be great if it were possible to control the compression quality of the outputjust to clarify i do not need to capture video from an external device like camcorder nor am i really interested in mouse movements even though getting them does not harm either there are no requirements regarding audio the application makes no noise whatsoeveri write c using visual studio 2008 for this very application also taking benefit of glut and glui i have a solid understanding regarding c and linking in libraries and that sort of stuff but on the other hand opengl is quite new for me so far i have really only learnt the necessary bits to actually get my job donei do not need a solution superurgently so feel free to take your time,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
596,1896,what is the syntax within c i have been learning about the basics of c but have not come across a good explanation of what this isvar l new liststringi do not know what the string is doing or if it is the list that is doing the magic i have also seen objects been thrown within the tagscan someone explain this to me with examples please,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,1908,php session data not being saved i have one of those i swear i did not touch the server situations i honestly did not touch any of the php scripts the problem i am having is that php data is not being saved across different pages or page refreshes i know a new session is being created correctly because i can set a session variable eg sessionfoo foo and print it back out on the same page just fine but when i try to use that same variable on another page it is not set is there any php functions or information i can use on my hosts server to see what is going onhere is an example script that does not work on my hosts server as of right nowphpsession startifisset sessionviews sessionviews sessionviews 1else sessionviews 1echo views sessionviewsecho pa hrefpage1phprefreshapthe views variable never gets incremented after doing a page refresh i am thinking this is a problem on their side but i wanted to make sure i am not a complete idiot firsthere is the phpinfo for my hosts server php version 447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
600,1911,python dependency injection framework is there a framework equivalent to guice for python,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
601,1913,get timer ticks in python i am just trying to time a piece of code the pseudocode looks likestart get ticksdo long codeprint it took get ticks start secondshow does this look in pythonmore specifically how do i get the number of ticks since midnight or however python organizes that timing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
602,1914,get all items from thread queue i have one thread that writes results into a queuein another thread gui i periodically in the idle event check if there are results in the queue like thisdef queue get allq items while 1 try itemsappendqget nowait except empty e break return itemsis this a good way to do it editi am asking because sometimes the waiting thread gets stuck for a few seconds without taking out new resultsthe stuck problem turned out to be because i was doing the processing in the idle event handler without making sure that such events are actually generated by calling wxwakeupidle as is recommended,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
603,1916,how to write an excel workbook to a memorystream in net how do i write an excel workbook to a memorystream without first saving it to the file systemall options within the microsoftofficeinteropexcelworkbook save options take a filename,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
604,1932,whats the best way to loop through a set of elements in javascript in the past and with most my current projects i tend to use a for loop like thisvar elements documentgetelementsbytagnamedivfor var i0 ielementslength i dosomethingelementsii have heard that using a reverse while loop is quicker but i have no real way to confirm thisvar elements documentgetelementsbytagnamediv length elementslengthwhilelength dosomethingelementslengthwhat is considered as best practice when it comes to looping though elements in javascript or any array for that matter,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
607,1938,how to position one element relative to another with jquery i have a hidden div which contains a toolbarlike menui have a number of divs which are enabled to show the menu div when the mouse hovers over themis there a builtin function which will move the menu div to the top right of the active mouse hover div i am looking for something like menupositiontopright targetel,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
608,1939,mathieremainder returns negative results why the net framework includes mathieremainderx y in addition to the standard mod operator what is this function really doing i dont understand the negative numbers that this producesexamplemathieremainder0 2 0mathieremainder1 2 1mathieremainder2 2 0mathieremainder3 2 1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609,1949,can you combine multiple images into a single one using javascript i am wondering if there is a way to combine multiple images into a single image using only javascript is this something that canvas will be able to do the effect can be done with positing but can you combine them into a single image for downloadupdate oct 1 2008thanks for the advice i was helping someone work on a jscss only site with jquery and they were looking to have some macos docklike image effects with multiple images that overlay each other the solution we came up with was just absolute positioning and using the effect on a parent div relatively positioned it would have been much easier to combine the images and create the effect on that single imageit then got me thinking about online image editors like picnik and wondering if there could be a browser based image editor with photoshop capabilities written only in javascript i guess that is not a possibility maybe in the future,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
610,1956,raii vs exceptions the more we use raii in c the more we find ourselves with destructors that do nontrivial deallocation now deallocation finalization however you want to call it can fail in which case exceptions are really the only way to let anybody upstairs know of our deallocation problem but then again throwingdestructors are a bad idea because of the possibility of exceptions being thrown during stack unwinding stduncaught exception lets you know when that happens but not much more so aside from letting you log a message before termination there is not much you can do unless youre willing to leave your program in an undefined state where some stuff is deallocatedfinalized and some notone approach is to have nothrow destructors but in many cases that just hides a real error our destructor might for example be closing some raiimanaged db connections as a result of some exception being thrown and those db connections might fail to close this does not necessarily mean were ok with the program terminating at this point on the other hand logging and tracing these errors is not really a solution for every case otherwise we would have had no need for exceptions to begin with with nothrow destructors we also find ourselves having to create reset functions that are supposed to be called before destruction but that just defeats the whole purpose of raiianother approach is just to let the program terminate as it is the most predictable thing you can dosome people suggest chaining exceptions so that more than one error can be handled at a time but i honestly never actually seen that done in c and i have no idea how to implement such a thingso it is either raii or exceptions is not it i am leaning toward nothrow destructors mainly because it keeps things simpler but i really hope there is a better solution because as i said the more we use raii the more we find ourselves using dtors that do nontrivial thingsappendixi am adding links to interesting ontopic articles and thiscussions i have foundthrowing destructorsstackoverflow thiscussion on the problems with sehstackoverflow thiscussion on throwingdestructors thanks martin yorkjoel on exceptionsseh considered harmful clr exception handling which also touches on exception chainingherb sutter on stduncaught exception and why it is not as useful as you thinkhistorical thiscussion on the matter with interesting participants longstroustrup explaining raiiandrei alexandrescus scope guard,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
611,1957,do ocunit and ocmock work on the iphone sdk i simply could not make it work and i am wondering if i am wasting my time or if i am simply stupidsorry i do not have the exact error i have right now but i just want to know if it work or not,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
614,1965,what is the difference between ruby and python versions ofself i have done some python but have just now starting to use rubyi could use a good explanation of the difference between self in these two languages obvious on first glanceself is not a keyword in python but there is a selflike value no matter what you call itpython methods receive self as an explicit argument whereas ruby does notruby sometimes has methods explicitly defined as part of self using dot notationinitial googling reveals selfhtml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
615,1971,zip code us postal code validation i thought people would be working on little code projects together but i do not see them so heres an easy onecode that validates a valid us zip code i know there are zip code databases out there but there are still uses like web pages quick validation and also the fact that zip codes keep getting issued so you might want to use weak validationi wrote a little bit about zip codes in a side project on my wikiblogthere is also a new weird type of zip code i can do the javascript code but it would be interesting to see how many languages we can get here,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
616,1974,generating random numbers in objectivec i am a java head mainly and i want a way to generate a pseudorandom number between 0 and 74 in java i would use the methodrandomnextint74i am not interested in a thiscussion about seeds or true randomness just how you accomplish the same task in objectivec i have scoured google and there just seems to be lots of different and conflicting bits of information,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
618,1976,error initializer element is not computable at load time i have in a function that takes a struct and i am trying to store its variables in an array but i get this when i run gcc wall ansi pedanticerrors werrorint detect prmparam prm int prm arr prmfield1 prmfield2 prmfield3 return 0i get error initializer element is not computable at load time when i try to compile the above it looks fine to me whats wrong,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
619,1977,how do i invoke a java method when given the method name as a string if i have two variablesobject objstring methodname getnamewithout knowing the class of obj how can i call the method identified by methodname on itthe method being called has no parameters and a string return value it is a getter for a java bean,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
621,1981,ftp file upload with http proxy is there a way to upload a file to a ftp server when behind an http proxy it seems that uploading a file is not supported behind an http proxy using net webclient if there is no workaround if not do you know a good and free ftp library i can use edit unfortunately i do not have any ftp proxy to connect to,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
622,1985,pass parameter by reference in ruby in ruby is it possible to pass by reference a parameter with valuetype semantics eg a fixnumi am looking for something similar to cs ref keywordexampledef funcx x 1enda 5funca this should be something like funcref aputs a should read 6btw i know i could just usea funca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
624,1990,if i stop a long running query does it rollback a query that is used to loop through 17 millions records to remove duplicates has been running now for about 16 hours and i wanted to know if the query is stopped right now if it will finalize the delete statements or if it has been deleting while running this query indeed if i do stop it does it finalize the deletes or rolls backi have found that when i do a select count from mytablethat the rows that it returns while doing this query is about 5 less than what the starting row count was obviously the server resources are extremely poor so does that mean that this process has taken 16 hours to find 5 duplicates when there are actually thousands and this could be running for daysthis query took 6 seconds on 20 rows of test data and it works great on that set of data so i figured it would take 15 hours for the complete setany ideasbelow is the querydeclare the looping variabledeclare loopvar char10 declare set private variables that will be used throughout long decimal lat decimal phonenumber char10 businessname varchar64 winner char10 set loopvar select minrecordid from mytable while loopvar is not null begin initialize the private variables essentially this is a ctor select long null lat null businessname null phonenumber null winner null load data from the row declared when setting loopvar select long longitude lat latitude businessname businessname phonenumber phone from mytable where recordid loopvar find the winning row with that data the winning row means select top 1 winner recordid from mytable where long longitude and lat latitude and businessname businessname and phonenumber phone order by case when webaddress is not null then 1 else 2 end case when caption1 is not null then 1 else 2 end case when caption2 is not null then 1 else 2 end recordid delete any losers delete from mytable where long longitude and lat latitude and businessname businessname and phonenumber phone and winner recordid prep the next loop value to go ahead and perform the next duplicate query set loopvar select minrecordid from mytable where loopvar recordid end,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
625,1992,what is the role of spring in struts spring hibernate what role is spring taking in struts spring hibernate,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
626,1993,const int vs int const as function parameter in c and c quick question int testfunc1 const int a return aint testfunc2 int const a return aare these two functions the same in every aspect or is there a difference i am interested in an answer for the clanguage but if there is something interested in the c case i would like to know as well,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
629,2001,regular expression to match urls in java i use regexbuddy while working with regular expressions from its library i copied the regular expression to match urls i tested successfully within regexbuddy however when i copied it as java string flavor and pasted it into java code it does not work the following class prints false public class regexfoo public static void mainstring args string regex bhttpsftpfileaz09 az09 string text systemoutprintlnismatchtextregex private static boolean ismatchstring s string pattern try pattern patt patterncompilepattern matcher matcher pattmatchers return matchermatches catch runtimeexception e return false does anyone know what i am doing wrong,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
630,2004,is there a maximum number of characters that can be written using a streamwriter is there a maximum number of characters that can be written to a file using a streamwriter or is there a maximum number of characters that writeline can output i am trying to write some data to a file but all of the data does not seem to make it this is the current state of my codestreamwriter sw new streamwriterpathtofileforeach gridviewrow record in gv recordsrows string recordinfo recordinformation swwritelinerecordinfo,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
631,2005,ajax and the browser back button i run a browser based game at wdarknovagamescom recently i have been working on reformatting the site with css trying to get all of its pages to verify according to the html standardi have been toying with this idea of having the navigation menu on the left ajax the pages in rather than taking the user to a separate page each time requiring a reload of the title and nav bar which almost never change and i know that if i do so i will probably break the forwardback buttons in the browser my question i guess is should i go ahead and ajax the site thus requiring the user to use the sites navigation to play the game or should i leave the site as it currently stands and use standard hyperlinks and things for navigationthe reason i ask i guess is that i built a forums system into the site and a lot of times i would want to link say to a particular topic within the forumsi am also open to suggestions is there a standard preferably without traditional frames way to make only the body area of the site reload while still changing the url so that users can bookmark and forwardback etc that could potentially solve my problem as well i am just asking for the best solution here not an answer to a specific question thanks,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
